energy,valence,tempo,danceability,acousticness,instrumentalness,track_name,track_artist,mood
0.563,0.343,105.008,0.833,0.528,1.27e-05,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Energetic
0.737,0.445,101.923,0.779,0.134,0.0,Imagínate,"Danny Ocean, Kapo",Energetic
0.662,0.307,95.999,0.863,0.0843,8.45e-06,Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",Energetic
0.482,0.356,100.029,0.69,0.523,0.0004,NEL,Fuerza Regida,Sad
0.668,0.787,128.027,0.924,0.446,0.000594,Si Antes Te Hubiera Conocido,KAROL G,Happy
0.762,0.782,90.025,0.816,0.534,0.000404,DEPORTIVO,"Blessd, Anuel AA",Happy
0.718,0.564,105.002,0.848,0.183,1.9e-05,SEXO ES LA MODA,"Maria Becerra, Yandel",Happy
0.712,0.692,91.98,0.848,0.221,0.0,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",Happy
0.627,0.47,155.865,0.687,0.326,0.0,Khé?,"Rauw Alejandro, Romeo Santos",Energetic
0.483,0.826,171.831,0.753,0.0189,0.0,Ferxxoko,"Joyce Santana, Feid",Neutral
0.724,0.681,101.097,0.556,0.267,0.0,Nueva Era,"Duki, Myke Towers",Happy
0.442,0.838,100.021,0.776,0.319,1.31e-05,PELIGROSA,FloyyMenor,Neutral
0.614,0.465,119.893,0.658,0.105,2.18e-05,Morena Canela,Chino Pacas,Energetic
0.681,0.388,155.079,0.56,0.103,0.0,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",Energetic
0.719,0.701,104.033,0.707,0.223,2e-06,DURO,Quevedo,Happy
0.536,0.359,97.541,0.716,0.452,0.0,PIÉNSALO,Junior H,Energetic
0.594,0.672,125.01,0.694,0.396,0.0,EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",Happy
0.752,0.67,100.076,0.841,0.167,0.00046,Soltera,Shakira,Happy
0.709,0.712,194.055,0.744,0.0501,0.0,DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",Happy
0.707,0.691,82.045,0.786,0.0399,0.0,SE ME OLVIDA,"Maisak, Feid",Happy
0.832,0.716,98.582,0.742,0.0857,0.0,Hecha Pa' Mí,Grupo Frontera,Happy
0.616,0.25,104.008,0.773,0.0565,4.24e-05,SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",Energetic
0.689,0.936,120.208,0.724,0.573,6.77e-06,EL LOKERON,Tito Double P,Happy
0.74,0.618,117.955,0.748,0.0292,0.000109,Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",Happy
0.856,0.713,136.0,0.691,0.2,5.09e-05,Cholo 7,"Fuerza Regida, Luis R Conriquez",Happy
0.464,0.301,79.503,0.373,0.86,0.0135,KINTSUGI,HUMBE,Sad
0.783,0.454,103.001,0.705,0.138,0.0,UWAIE,Kapo,Energetic
0.631,0.289,111.93,0.706,0.656,0.0,IA,"Clarent, Mora",Energetic
0.445,0.512,156.023,0.55,0.262,0.00318,Siento que merezco más,LATIN MAFIA,Neutral
0.764,0.729,148.853,0.666,0.366,0.0,AY MAMÁ,"Tito Double P, Grupo Frontera",Happy
0.162,0.483,184.784,0.459,0.929,0.0,En Otra Vida,"Yami Safdie, Lasso",Sad
0.834,0.92,139.995,0.783,0.539,0.000212,No Son Doritos,"Clave Especial, Luis R Conriquez",Happy
0.682,0.618,100.036,0.75,0.168,1.28e-06,Frente al Mar,Beéle,Happy
0.578,0.88,199.997,0.734,0.155,0.000242,Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",Happy
0.513,0.929,109.935,0.745,0.783,0.0,DOS DÍAS,"Tito Double P, Peso Pluma",Happy
0.824,0.793,124.997,0.747,0.184,0.0,NO PIERDO LA VIDA,"Calle 24, Chuyin",Happy
0.787,0.9,165.07,0.809,0.126,0.0011,Como Pacman,"Alemán, Gera MX",Happy
0.356,0.659,169.653,0.529,0.29,0.0,Rey Sin Reina,Julión Álvarez y su Norteño Banda,Neutral
0.806,0.594,123.009,0.763,0.0012,1.32e-05,JACKPOT,"Belinda, Kenia OS",Happy
0.872,0.94,128.924,0.816,0.25,3.7e-06,noviogangsta <3,Emilia,Happy
0.896,0.79,90.622,0.662,0.318,0.0,Bandoleros,"Don Omar, Tego Calderón",Happy
0.59,0.579,161.989,0.864,0.0196,0.0,Rucón,Alemán,Happy
0.63,0.512,81.009,0.72,0.615,0.0,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",Happy
0.573,0.236,82.941,0.603,0.478,0.0,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt",Energetic
0.468,0.319,135.875,0.483,0.784,0.0,Shayad,"Pritam, Arijit Singh",Sad
0.519,0.415,122.925,0.562,0.557,0.000268,Agar Tum Saath Ho,"Alka Yagnik, Arijit Singh",Energetic
0.481,0.293,124.914,0.534,0.697,0.0,Khairiyat,"Pritam, Arijit Singh",Sad
0.866,0.248,140.266,0.526,0.00287,7.78e-05,505,Arctic Monkeys,Energetic
0.903,0.791,132.009,0.562,0.000187,0.0939,Heads Will Roll,Yeah Yeah Yeahs,Happy
0.585,0.518,109.942,0.775,0.0422,0.619,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Happy
0.957,0.603,105.105,0.606,0.00117,0.000295,Are You Gonna Be My Girl,Jet,Happy
0.94,0.421,100.99,0.438,8.74e-05,0.0777,Time to Pretend,MGMT,Energetic
0.795,0.754,79.028,0.801,0.0417,0.000113,Feel It Still,Portugal. The Man,Happy
0.509,0.586,119.945,0.578,0.13,0.734,misses,Dominic Fike,Happy
0.62,0.934,117.038,0.741,0.0295,0.000809,Too Sweet,Hozier,Happy
0.643,0.472,103.842,0.633,0.106,0.00831,Wasted Summers,juju<3,Energetic
0.593,0.429,120.509,0.565,0.0288,0.0,Feel It - From The Original Series “Invincible”,d4vd,Energetic
0.749,0.649,164.959,0.593,0.0113,0.106,The Adults Are Talking,The Strokes,Happy
0.518,0.877,151.891,0.815,0.223,0.0,3 Nights,Dominic Fike,Happy
0.846,0.751,103.912,0.611,0.00509,0.0,This Charming Man - 2011 Remaster,The Smiths,Happy
0.924,0.611,168.017,0.598,0.0205,0.799,Oysters In My Pocket,Royel Otis,Happy
0.828,0.79,112.056,0.654,0.00146,0.000144,Fluorescent Adolescent,Arctic Monkeys,Happy
0.901,0.744,113.967,0.621,0.17,0.0,You Get What You Give,New Radicals,Happy
0.509,0.727,119.869,0.898,0.391,0.0,THE SHADE,Rex Orange County,Happy
0.94,0.421,100.99,0.438,8.74e-05,0.0777,Time to Pretend,MGMT,Energetic
0.572,0.66,131.272,0.636,0.287,0.0,Vampire Empire,Big Thief,Happy
0.603,0.527,102.99,0.66,0.00566,0.0144,Her,The American Dawn,Happy
0.798,0.307,126.976,0.502,0.00291,1.11e-05,Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",Energetic
0.684,0.725,209.688,0.633,0.314,8.95e-05,Hell N Back,Bakar,Happy
0.351,0.451,87.057,0.665,0.516,0.819,Ghostride,Crumb,Sad
0.521,0.679,106.035,0.539,0.00425,0.0,Someday,The Strokes,Happy
0.544,0.826,121.968,0.823,0.389,0.165,Metamodernity,Vansire,Happy
0.658,0.293,150.093,0.615,0.096,0.000911,Breezeblocks,alt-J,Energetic
0.501,0.961,134.014,0.781,0.66,3.78e-06,ROCKMAN,Mk.gee,Happy
0.501,0.858,87.086,0.668,0.342,0.0,The Gambler,Kenny Rogers,Happy
0.361,0.621,121.059,0.606,0.264,3.39e-05,Amarillo By Morning,George Strait,Neutral
0.361,0.612,187.711,0.363,0.623,0.00119,Mammas Don't Let Your Babies Grow up to Be Cowboys,"Waylon Jennings, Willie Nelson",Neutral
0.586,0.239,78.259,0.434,0.753,0.0144,Open Arms (feat. Travis Scott),"SZA, Travis Scott",Energetic
0.545,0.549,159.94,0.545,0.667,5.48e-05,Pink + White,Frank Ocean,Happy
0.364,0.436,75.24,0.524,0.808,0.0,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",Sad
0.507,0.676,86.412,0.662,0.257,0.0,My Boo,"USHER, Alicia Keys",Happy
0.607,0.498,81.001,0.684,0.0267,0.000307,Sure Thing,Miguel,Energetic
0.551,0.392,143.008,0.559,0.141,0.0,Snooze,SZA,Energetic
0.444,0.166,118.402,0.609,0.603,6.86e-06,If I Ain't Got You,Alicia Keys,Sad
0.394,0.382,117.489,0.689,0.711,0.000905,Poison,Brent Faiyaz,Sad
0.551,0.969,92.887,0.911,0.133,4.35e-05,Family Affair,Mary J. Blige,Happy
0.693,0.655,86.009,0.662,0.134,0.0,With You,Chris Brown,Happy
0.684,0.406,112.912,0.692,0.131,0.0,Broken Clocks,SZA,Energetic
0.239,0.127,113.451,0.372,0.856,0.000175,Girl With The Tattoo Enter.lewd,Miguel,Sad
0.307,0.697,92.995,0.81,0.16,0.00298,Best Time,Brent Faiyaz,Neutral
0.352,0.408,102.679,0.45,0.649,3.8e-06,Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller",Sad
0.695,0.707,90.119,0.665,0.347,0.0,Foolish,Ashanti,Happy
0.609,0.482,95.986,0.652,0.263,0.00101,Fallin',Alicia Keys,Energetic
0.284,0.276,99.796,0.358,0.805,0.0,Nobody Gets Me,SZA,Sad
0.344,0.581,65.203,0.583,0.774,0.0,Clouded,Brent Faiyaz,Neutral
0.574,0.578,92.795,0.452,0.245,0.0,So Sick,Ne-Yo,Happy
0.707,0.761,93.145,0.704,0.539,0.00106,The Boy Is Mine,"Brandy, Monica",Happy
0.612,0.57,86.768,0.536,0.119,0.0,Yo (Excuse Me Miss),Chris Brown,Happy
0.735,0.418,88.98,0.644,0.0521,0.144,Kill Bill,SZA,Energetic
0.503,0.789,137.007,0.646,0.00426,0.000279,Forever Yours,Brent Faiyaz,Happy
0.552,0.152,90.098,0.641,0.027,4.63e-06,No One,Alicia Keys,Energetic
0.698,0.352,95.975,0.59,0.000176,0.0,Hey Daddy (Daddy's Home),USHER,Energetic
0.61,0.72,125.99,0.741,0.316,0.0,Sativa,"Jhené Aiko, Swae Lee",Happy
0.705,0.837,96.644,0.838,0.195,0.0,Always On Time,"Ja Rule, Ashanti",Happy
0.378,0.22,141.967,0.617,0.428,9.16e-05,ALL MINE,Brent Faiyaz,Sad
0.43,0.472,129.93,0.716,0.482,0.0,Heart Of A Woman,Summer Walker,Sad
0.629,0.726,93.985,0.657,0.194,0.0,U Remind Me,USHER,Happy
0.493,0.308,82.887,0.347,0.455,0.00366,Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",Sad
0.594,0.409,135.002,0.795,0.112,0.0,Love Galore (feat. Travis Scott),"SZA, Travis Scott",Energetic
0.5,0.395,132.798,0.602,0.477,5.69e-05,Been Away,Brent Faiyaz,Sad
0.618,0.517,133.876,0.707,0.17,0.0,No Love (with SZA),"Summer Walker, SZA",Happy
0.477,0.685,119.928,0.796,0.314,0.0,Burn,USHER,Neutral
0.681,0.707,171.864,0.673,0.52,0.0,Miss Independent,Ne-Yo,Happy
0.588,0.617,94.519,0.686,0.178,0.0,Let Me Love You,Mario,Happy
0.5,0.886,135.03,0.856,0.487,0.0,Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman",Neutral
0.725,0.291,146.163,0.61,0.367,0.0,Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign",Energetic
0.5,0.649,124.037,0.816,0.0227,1.53e-06,U Got It Bad,USHER,Neutral
0.876,0.706,130.21,0.412,0.102,0.0,You,"Lloyd, Lil Wayne",Happy
0.538,0.832,109.97,0.81,0.53,0.0,Because Of You,Ne-Yo,Happy
0.394,0.465,92.009,0.764,0.231,9.37e-05,Trust,Brent Faiyaz,Sad
0.552,0.607,168.19,0.727,0.226,0.00016,Dilemma,"Nelly, Kelly Rowland",Happy
0.712,0.346,140.012,0.573,0.0572,0.0,Love in This Club (feat. Young Jeezy),"USHER, Jeezy",Energetic
0.576,0.235,179.063,0.625,0.0543,4.07e-05,Adorn,Miguel,Energetic
0.366,0.161,73.313,0.4,0.242,0.0,The Weekend,SZA,Sad
0.242,0.286,144.211,0.549,0.809,8.1e-05,Rehab (Winter In Paris),Brent Faiyaz,Sad
0.721,0.77,169.904,0.62,0.0422,0.0075,Language,"Paperboy Fabe, Brent Faiyaz",Happy
0.467,0.702,138.007,0.845,0.0586,0.0,Confessions Part II,USHER,Neutral
0.635,0.446,103.019,0.617,0.0498,1.44e-05,Something Just Like This,"The Chainsmokers, Coldplay",Energetic
0.939,0.53,129.024,0.671,0.191,0.0,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer",Happy
0.715,0.159,199.892,0.475,0.0863,2.67e-05,Let Me Love You,"DJ Snake, Justin Bieber",Energetic
0.823,0.418,128.035,0.646,0.213,0.0,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Energetic
0.835,0.654,125.983,0.527,0.0166,0.0,The Nights,Avicii,Happy
0.751,0.884,117.948,0.88,0.177,6.43e-05,Ride It,Regard,Happy
0.685,0.603,118.02,0.782,0.166,1.18e-05,Cheerleader (Felix Jaehn Remix) - Radio Edit,"OMI, Felix Jaehn",Happy
0.524,0.661,95.01,0.748,0.414,0.0,Closer,"The Chainsmokers, Halsey",Happy
0.627,0.159,179.642,0.468,0.0281,7.97e-06,Faded,Alan Walker,Energetic
0.856,0.743,127.949,0.596,0.0211,0.0178,Summer,Calvin Harris,Happy
0.77,0.163,125.905,0.694,0.176,1.1e-05,In My Mind,"Dynoro, Gigi D'Agostino",Energetic
0.963,0.788,129.992,0.581,0.0295,0.0,Timber,"Pitbull, Kesha",Happy
0.787,0.301,126.062,0.604,0.0679,0.15,Titanium (feat. Sia),"David Guetta, Sia",Energetic
0.714,0.71,101.969,0.664,0.0353,8.42e-06,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb",Happy
0.815,0.636,123.063,0.636,0.0185,0.0,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Happy
0.736,0.613,127.999,0.579,0.31,0.0,Waiting For Love,Avicii,Happy
0.777,0.575,130.003,0.73,0.105,0.000486,On The Floor,"Jennifer Lopez, Pitbull",Happy
0.869,0.425,159.805,0.533,0.156,0.00538,Don't Let Me Down,"The Chainsmokers, Daya",Energetic
0.857,0.348,128.024,0.414,0.0287,0.00574,Blame (feat. John Newman),"Calvin Harris, John Newman",Energetic
0.86,0.437,127.075,0.608,0.0991,0.0,Wild Ones (feat. Sia),"Flo Rida, Sia",Energetic
0.811,0.862,116.047,0.794,0.0426,1.07e-06,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers",Happy
0.741,0.571,123.077,0.646,0.0275,0.0,More Than You Know,Axwell /\ Ingrosso,Happy
0.519,0.168,133.99,0.501,0.109,0.0,In the Name of Love,"Martin Garrix, Bebe Rexha",Energetic
0.717,0.466,121.985,0.793,0.0927,3.6e-05,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",Energetic
0.685,0.501,130.039,0.772,0.019,8.96e-05,Scream & Shout,"will.i.am, Britney Spears",Happy
0.927,0.465,123.962,0.631,0.199,0.119,This Is What You Came For,"Calvin Harris, Rihanna",Energetic
0.593,0.72,119.958,0.79,0.0983,0.00202,Alors on danse - Radio Edit,Stromae,Happy
0.766,0.6,127.975,0.735,0.025,0.00141,We Found Love,"Rihanna, Calvin Harris",Happy
0.51,0.45,119.994,0.829,0.00821,0.00143,Waves - Robin Schulz Radio Edit,"Mr. Probz, Robin Schulz",Energetic
0.869,0.473,127.966,0.616,0.0283,0.0,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta",Energetic
0.915,0.51,126.094,0.544,0.129,0.000914,Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Happy
0.741,0.357,119.896,0.72,0.101,1.41e-05,Dancin (feat. Luvli) - Krono Remix,"Aaron Smith, Krono, Luvli",Energetic
0.697,0.476,122.746,0.613,0.0194,0.0,One More Time,Daft Punk,Energetic
0.634,0.411,113.927,0.704,0.393,3.17e-05,Firestone,"Kygo, Conrad Sewell",Energetic
0.861,0.704,117.965,0.73,0.39,0.0,Perfect Strangers,"Jonas Blue, JP Cooper",Happy
0.989,0.0348,126.002,0.621,0.015,0.357,Love Tonight (David Guetta Remix Edit),"Shouse, David Guetta",Energetic
0.805,0.383,126.008,0.506,0.00711,0.00193,Runaway (U & I),Galantis,Energetic
0.695,0.224,104.879,0.583,0.0138,0.0,Middle,"DJ Snake, Bipolar Sunshine",Energetic
0.862,0.469,128.036,0.498,0.000313,0.00918,Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas",Energetic
0.857,0.432,119.975,0.56,0.0594,0.0,King,Olly Alexander (Years & Years),Energetic
0.781,0.176,128.0,0.509,0.0398,0.0,Clarity,"Zedd, Foxes",Energetic
0.73,0.525,85.979,0.596,0.24,0.0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Happy
0.568,0.459,117.973,0.78,0.668,0.000168,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",Energetic
0.463,0.496,121.999,0.778,0.546,0.00289,Hear Me Now,"Alok, Zeeba, Bruno Martini",Sad
0.774,0.33,112.05,0.674,0.0686,0.00188,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",Energetic
0.81,0.11,126.052,0.572,0.0157,6.53e-06,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Energetic
0.781,0.814,119.977,0.751,0.0039,0.0,Dynamite,Taio Cruz,Happy
0.586,0.549,120.97,0.799,0.162,2.03e-06,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",Happy
0.72,0.664,122.031,0.789,0.223,0.0,Breaking Me,"Topic, A7S",Happy
0.62,0.235,120.031,0.798,0.414,0.0192,The Business,Tiësto,Energetic
0.622,0.544,102.04,0.69,0.253,0.0,Stay,"Zedd, Alessia Cara",Happy
0.736,0.355,130.011,0.75,0.0202,0.0,Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",Energetic
0.802,0.343,100.001,0.713,0.0435,0.00377,Roses,"The Chainsmokers, ROZES",Energetic
0.906,0.824,125.916,0.711,0.00952,1.64e-05,I Love It (feat. Charli XCX),"Icona Pop, Charli xcx",Happy
0.921,0.8,130.072,0.691,0.173,0.0,Play Hard (feat. Ne-Yo & Akon),"David Guetta, Ne-Yo, Akon",Happy
0.795,0.841,121.294,0.956,0.00356,0.889,Around the World,Daft Punk,Happy
0.833,0.145,129.885,0.551,0.0391,2.77e-06,This Is What It Feels Like,"Armin van Buuren, Trevor Guthrie",Energetic
0.817,0.595,128.078,0.883,0.601,0.00449,I'm an Albatraoz,"AronChupa, Little Sis Nora",Happy
0.748,0.356,125.896,0.503,0.0305,0.0,Heroes (we could be),"Alesso, Tove Lo",Energetic
0.392,0.26,75.066,0.599,0.378,0.000107,You & Me - Flume Remix,"Disclosure, Eliza Doolittle, Flume",Sad
0.604,0.242,159.92,0.561,0.199,1.9e-05,Lose Control,Teddy Swims,Energetic
0.473,0.451,152.88,0.591,0.694,0.00334,Let Me Go,Daniel Caesar,Sad
0.592,0.535,157.969,0.521,0.308,0.0,Die With A Smile,"Lady Gaga, Bruno Mars",Happy
0.507,0.438,104.978,0.747,0.2,0.0608,BIRDS OF A FEATHER,Billie Eilish,Energetic
0.582,0.785,116.712,0.7,0.0502,0.0,"Good Luck, Babe!",Chappell Roan,Happy
0.76,0.69,103.969,0.701,0.107,6.54e-05,Espresso,Sabrina Carpenter,Happy
0.604,0.242,159.92,0.561,0.199,1.9e-05,Lose Control,Teddy Swims,Energetic
0.882,0.201,148.038,0.569,0.0316,0.0,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",Energetic
0.601,0.332,123.994,0.635,0.246,0.0,Stargazing,Myles Smith,Energetic
0.757,0.957,139.982,0.742,0.0187,0.0,HOT TO GO!,Chappell Roan,Happy
0.472,0.214,101.061,0.898,0.0107,0.0,Not Like Us,Kendrick Lamar,Sad
0.583,0.544,181.489,0.432,0.174,0.0,Slow It Down,Benson Boone,Happy
0.709,0.604,81.012,0.722,0.0633,0.0,A Bar Song (Tipsy),Shaboozey,Happy
0.782,0.655,119.992,0.727,0.0563,0.336,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Happy
0.745,0.262,180.098,0.464,0.0235,0.0,Big Dawgs,"Hanumankind, Kalmi",Energetic
0.586,0.579,107.071,0.669,0.274,0.0,Please Please Please,Sabrina Carpenter,Happy
0.965,0.304,128.04,0.561,0.00383,7.07e-06,I'm Good (Blue),"David Guetta, Bebe Rexha",Energetic
0.544,0.216,132.052,0.571,0.453,0.00805,Romantic Homicide,d4vd,Energetic
0.854,0.314,140.515,0.477,0.0858,0.0,New Woman (feat. ROSALÍA),"LISA, ROSALÍA",Energetic
0.471,0.219,105.029,0.472,0.151,0.0,Beautiful Things,Benson Boone,Sad
0.667,0.618,130.019,0.776,0.0146,0.3,Guess featuring billie eilish,"Charli xcx, Billie Eilish",Happy
0.946,0.747,151.647,0.599,0.000938,0.0106,i like the way you kiss me,Artemas,Happy
0.855,0.731,127.986,0.638,0.00757,0.0,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",Happy
0.642,0.226,179.974,0.745,0.0204,0.0,Ransom,Lil Tecca,Energetic
0.829,0.505,139.198,0.476,0.0172,0.00916,KEEP UP,Odetari,Happy
0.552,0.112,144.941,0.64,0.0215,0.0,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",Energetic
0.453,0.287,139.943,0.915,0.0872,0.000163,one of wun,Gunna,Sad
0.787,0.31,119.996,0.704,0.00926,0.00538,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm",Energetic
0.618,0.32,126.031,0.853,0.633,0.89,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell",Energetic
0.751,0.22,129.994,0.701,0.123,0.0,I Can Do It With a Broken Heart,Taylor Swift,Energetic
0.957,0.962,126.035,0.804,0.125,0.0174,Apple,Charli xcx,Happy
0.457,0.225,146.04,0.592,0.661,0.000331,Hope,XXXTENTACION,Sad
0.792,0.671,100.011,0.687,0.191,0.0,Happier,"Marshmello, Bastille",Happy
0.676,0.312,162.012,0.814,0.00709,1.28e-05,Like That,"Future, Metro Boomin, Kendrick Lamar",Energetic
0.522,0.925,89.96,0.755,0.533,0.0,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Happy
0.622,0.22,130.001,0.847,0.119,0.0,fukumean,Gunna,Energetic
0.668,0.64,90.969,0.646,0.491,0.0,Belong Together,Mark Ambor,Happy
0.733,0.244,172.09,0.625,0.00598,0.000983,redrum,21 Savage,Energetic
0.642,0.339,83.389,0.463,0.314,0.0,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems",Energetic
0.761,0.785,129.963,0.634,0.00537,0.0,Miles On It,"Marshmello, Kane Brown",Happy
0.537,0.711,128.009,0.921,0.556,0.00404,Moonlight,XXXTENTACION,Happy
0.745,0.829,165.995,0.808,0.145,0.0,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Happy
0.741,0.19,120.064,0.771,0.0245,0.000163,Addicted,"Zerb, The Chainsmokers, Ink",Energetic
0.727,0.932,130.035,0.887,0.381,1.16e-06,on one tonight,Gunna,Happy
0.95,0.563,150.019,0.673,0.0229,0.0823,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Happy
0.62,0.796,120.042,0.857,0.646,0.244,360,Charli xcx,Happy
0.887,0.889,127.003,0.936,0.0292,1.88e-06,Houdini,Eminem,Happy
0.646,0.295,115.842,0.645,0.0615,3.04e-05,we can't be friends (wait for your love),Ariana Grande,Energetic
0.586,0.642,116.971,0.896,0.104,0.0,The Box,Roddy Ricch,Happy
0.558,0.606,104.983,0.943,0.0026,2.19e-06,Lovin On Me,Jack Harlow,Happy
0.75,0.401,155.096,0.732,0.00264,0.0,XO Tour Llif3,Lil Uzi Vert,Energetic
0.764,0.886,140.113,0.882,0.359,0.0,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",Happy
0.632,0.282,121.031,0.762,0.51,0.000205,Where Are You Now,"Lost Frequencies, Calum Scott",Energetic
0.512,0.638,80.511,0.829,0.492,0.0,2055,Sleepy Hallow,Happy
0.716,0.732,91.007,0.701,0.174,0.0,Mood (feat. iann dior),"24kGoldn, iann dior",Happy
0.773,0.504,129.923,0.681,0.0863,0.734,SLAY!,Eternxlkz,Happy
0.673,0.366,165.921,0.529,0.000307,2.41e-06,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",Energetic
0.583,0.533,116.624,0.709,0.138,2.97e-06,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",Happy
0.797,0.0356,122.011,0.702,0.583,0.495,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo",Energetic
0.681,0.706,139.057,0.918,0.263,0.0,Sprinter,"Dave, Central Cee",Happy
0.753,0.543,127.926,0.671,0.019,1.29e-05,Somedays,"Sonny Fodera, Jazzy, D.O.D",Happy
0.761,0.194,146.003,0.62,0.207,0.000147,Back On 74,Jungle,Energetic
0.452,0.613,90.026,0.904,0.174,0.0,DEVIL IS A LIE,Tommy Richman,Neutral
0.512,0.435,96.02,0.803,0.128,0.0,Whatever She Wants,Bryson Tiller,Energetic
0.643,0.142,139.948,0.831,0.046,0.0,euphoria,Kendrick Lamar,Energetic
0.567,0.526,75.965,0.574,0.164,0.0,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",Happy
0.593,0.429,120.509,0.565,0.0288,0.0,Feel It - From The Original Series “Invincible”,d4vd,Energetic
0.83,0.187,75.023,0.767,0.209,0.836,Push Up - Main Edit,Creeds,Energetic
0.523,0.416,169.982,0.628,0.701,0.00274,Strangers,Kenya Grace,Energetic
0.934,0.637,88.009,0.777,0.285,3.86e-05,BACKBONE,"Chase & Status, Stormzy",Happy
0.927,0.702,109.952,0.755,0.00288,0.925,FUNKED UP - SLOWED,"xxanteria, isq",Happy
0.62,0.934,117.038,0.741,0.0295,0.000809,Too Sweet,Hozier,Happy
0.64,0.222,130.051,0.537,0.146,0.878,Montagem Mysterious Game,LXNGVX,Energetic
0.963,0.502,130.028,0.817,0.0683,0.767,TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde",Happy
0.556,0.726,99.974,0.864,0.255,3.85e-06,Paint The Town Red,Doja Cat,Happy
0.803,0.795,130.028,0.877,0.734,0.056,MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada",Happy
0.573,0.972,140.04,0.911,0.38,0.0,Doja,Central Cee,Happy
0.629,0.586,130.017,0.848,0.016,0.18,Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone",Happy
0.777,0.589,108.005,0.58,0.104,0.0,Whatever,"Kygo, Ava Max",Happy
0.539,0.253,158.105,0.65,0.00617,2.67e-05,ONE CALL,Rich Amiri,Energetic
0.672,0.14,136.902,0.673,0.0466,0.000284,IDGAF (feat. Yeat),"Drake, Yeat",Energetic
